time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0.55;(-0.690879,1.60598);(-1.9849,0.461747);(0.185985,-2.93633);(2.61261,-0.224612);(-1.70429,-3.84916);(-0.214661,2.28745);(-0.875456,0.705525);(0.322477,1.05093);(-1.64126,-2.2413);(0.00286611,3.08617);(-0.194852,-0.238583);(-1.72126,1.83644);(2.54038,3.36327);(0.526337,0.207067);(-0.981771,2.23143);(-0.969106,3.20194);(0.100764,1.69229);(-0.492531,2.55468);(0.0284123,-1.15017);(-1.2602,-0.713687);(-0.00699102,-0.227802);(1.25719,-0.674947);(-0.509958,-0.79872);(0.438364,-1.69469);(1.45936,1.902);(0.956962,1.41595);(-1.99064,1.36157);(-1.42555,-0.323749);(2.31088,2.75333);(-0.559949,-4.01379);(-0.981245,-1.05719);(2.04538,0.851023);(1.32575,-0.496781);(2.69738,-3.48848);(-0.612269,-3.06709);(1.82007,-1.26493);(-0.00576689,-2.9742);(0.828703,2.99618);(-0.159374,-3.12837);(2.41658,1.52204);(1.35075,-3.00465);(0.554481,3.54194);(-0.0520266,3.99315);(1.87377,-1.70822);(1.2735,1.30324);(1.76466,3.93017);(-2.22292,-3.17825);(-1.50484,4.2264);(-0.625974,0.988867);(0.992863,3.71134);(1.50585,1.34147);(-0.448938,-3.21387);(-0.218842,-2.97058);(-2.13592,-1.70939);(-0.274623,1.7182);(-1.44712,3.68226);(0.398711,-1.69225);(-1.89405,3.04955);(-0.526798,2.47246);(1.36171,-3.58448);(1.12985,3.61644);(-2.36844,3.13832);(-1.99453,-4.46554);(-1.17901,-4.32451);(-1.58568,-3.12913);(0.665801,-3.40344);(-1.3029,-0.669931);(-1.70168,0.553445);(-1.92403,1.38299);(-1.36019,2.51311);(0.690014,0.865143);(-0.926035,0.346458);(-1.7895,-3.5576);(-2.19709,2.27171);(-2.21076,-0.0865533);(-0.771999,0.406108);(-0.35148,1.59052);(-0.753252,-0.429401);(1.4,-2.87947);(2.2178,0.237818);(-1.71478,-3.77964);(2.50277,-1.50588);(-1.95967,-1.69077);(-1.466,3.88227);(-1.63438,3.00331);(-1.61228,-2.27415);(1.24808,-1.51387);(1.24277,-2.00824);(-0.0356834,2.29197);(1.11198,-4.25059);(1.36464,3.72453);(2.45786,3.11527);(-1.09044,-1.88867);(1.74735,-2.83477);(-1.03118,-1.30122);(1.49427,-3.66741);(-0.368383,-1.62441);(-0.739507,2.73868);(2.54991,-3.60983);(0.990131,-4.219)
0.6;(-0.666516,1.66901);(-2.01352,0.445272);(0.20565,-2.97637);(2.7001,-0.206818);(-1.69641,-3.87778);(-0.182328,2.33842);(-0.86651,0.722452);(0.376287,1.08039);(-1.68599,-2.31328);(0.00679338,3.11902);(-0.166514,-0.265365);(-1.7499,1.86176);(2.58198,3.39057);(0.557467,0.229635);(-0.999167,2.2684);(-0.961509,3.24899);(0.125939,1.73134);(-0.478886,2.58052);(0.0841103,-1.15046);(-1.28019,-0.74288);(0.0159449,-0.257718);(1.33765,-0.673108);(-0.502554,-0.819814);(0.473553,-1.71367);(1.51181,1.91494);(1.01341,1.44067);(-1.99484,1.36827);(-1.46282,-0.380945);(2.38048,2.78358);(-0.539123,-4.08851);(-0.98826,-1.09098);(2.10754,0.865852);(1.39851,-0.47833);(2.74806,-3.49836);(-0.59511,-3.13159);(1.88972,-1.24437);(0.0575101,-3.03737);(0.874522,3.03852);(-0.119873,-3.16365);(2.4876,1.51616);(1.40064,-3.02271);(0.593314,3.57257);(-0.0145703,4.02699);(1.95645,-1.70562);(1.32197,1.32277);(1.81635,3.95082);(-2.28629,-3.23078);(-1.50439,4.28339);(-0.677882,0.99082);(1.06449,3.76039);(1.58282,1.35063);(-0.411305,-3.25914);(-0.188198,-3.04302);(-2.17632,-1.73108);(-0.266047,1.75182);(-1.45502,3.72744);(0.467761,-1.69414);(-1.91237,3.09117);(-0.533138,2.49581);(1.43738,-3.61927);(1.17905,3.66375);(-2.4268,3.18787);(-1.99739,-4.51598);(-1.17445,-4.39594);(-1.61156,-3.18881);(0.695525,-3.41644);(-1.30032,-0.688301);(-1.72121,0.560598);(-1.95236,1.39653);(-1.35304,2.53598);(0.76416,0.877609);(-0.934096,0.343148);(-1.80621,-3.62402);(-2.22567,2.28559);(-2.24777,-0.0988184);(-0.759794,0.38267);(-0.318338,1.62619);(-0.716092,-0.441007);(1.46007,-2.90207);(2.31844,0.247885);(-1.71537,-3.82977);(2.59287,-1.49417);(-1.99522,-1.72793);(-1.48411,3.95189);(-1.67117,3.05896);(-1.62988,-2.30107);(1.30756,-1.49672);(1.32068,-2.00325);(-0.00767738,2.31838);(1.14276,-4.32664);(1.40964,3.75429);(2.51009,3.11818);(-1.10062,-1.91706);(1.80892,-2.83202);(-1.01404,-1.35013);(1.56402,-3.68817);(-0.326399,-1.6269);(-0.740589,2.75421);(2.61682,-3.62255);(1.00416,-4.26731)
0.65;(-0.63259,1.68296);(-2.03269,0.430156);(0.229294,-3.01108);(2.81161,-0.232881);(-1.68267,-3.9016);(-0.147566,2.38215);(-0.852174,0.737969);(0.431192,1.10737);(-1.7192,-2.37739);(0.0211621,3.16186);(-0.0889502,-0.283379);(-1.76933,1.88388);(2.62015,3.41188);(0.593122,0.250592);(-1.00875,2.30087);(-0.947878,3.28975);(0.165017,1.72236);(-0.460662,2.60273);(0.141187,-1.15092);(-1.29202,-0.769256);(0.0468763,-0.25041);(1.4095,-0.67245);(-0.490117,-0.840366);(0.512812,-1.72999);(1.56515,1.92526);(1.07098,1.46248);(-2.04406,1.39673);(-1.47546,-0.412059);(2.44135,2.80867);(-0.514539,-4.15389);(-0.988528,-1.1215);(2.17829,0.870816);(1.47144,-0.46198);(2.84489,-3.489);(-0.573303,-3.18832);(1.96818,-1.22362);(0.117038,-3.06546);(0.92198,3.07505);(-0.0776508,-3.19377);(2.55816,1.5101);(1.45182,-3.03694);(0.634278,3.59824);(0.0256537,4.05689);(2.03455,-1.69843);(1.37179,1.33992);(1.86732,3.96769);(-2.33111,-3.27664);(-1.49864,4.33297);(-0.682826,1.00993);(1.13507,3.80229);(1.65821,1.36501);(-0.370594,-3.29823);(-0.158572,-3.10345);(-2.21671,-1.7594);(-0.228509,1.74467);(-1.45623,3.76649);(0.53655,-1.69489);(-1.92202,3.1272);(-0.531257,2.51559);(1.51048,-3.64837);(1.22908,3.70435);(-2.46638,3.23123);(-1.99378,-4.55927);(-1.16405,-4.45798);(-1.62892,-3.24132);(0.728304,-3.42624);(-1.29278,-0.704937);(-1.78629,0.547154);(-1.98818,1.42293);(-1.38615,2.58849);(0.830973,0.88881);(-0.93566,0.340313);(-1.81504,-3.68226);(-2.24462,2.29711);(-2.27385,-0.109911);(-0.743346,0.362696);(-0.282687,1.65671);(-0.728332,-0.444894);(1.51462,-2.91947);(2.39216,0.300094);(-1.71001,-3.87329);(2.68083,-1.48239);(-2.02522,-1.76943);(-1.49381,4.01259);(-1.69798,3.10791);(-1.63728,-2.32698);(1.36792,-1.48042);(1.39633,-1.99731);(0.012491,2.39291);(1.17635,-4.39256);(1.45555,3.77909);(2.55653,3.1186);(-1.10334,-1.94194);(1.86922,-2.82767);(-0.992131,-1.39412);(1.58574,-3.7228);(-0.281735,-1.67931);(-0.748515,2.81926);(2.66631,-3.63112);(1.03122,-4.33921)
0.7;(-0.595476,1.69506);(-2.04357,0.416277);(0.258542,-3.05911);(2.93791,-0.21118);(-1.66362,-3.92103);(-0.110344,2.41985);(-0.832949,0.75222);(0.487091,1.13202);(-1.71139,-2.4129);(0.0327142,3.21521);(-0.018795,-0.295658);(-1.78056,1.90308);(2.66155,3.42499);(0.641463,0.253548);(-1.01127,2.32924);(-0.953053,3.37683);(0.202212,1.72782);(-0.492058,2.63109);(0.199563,-1.15152);(-1.29647,-0.793067);(0.117343,-0.273711);(1.48165,-0.670444);(-0.472904,-0.859485);(0.555677,-1.74398);(1.62681,1.94014);(1.12159,1.48143);(-2.08008,1.42187);(-1.48083,-0.440228);(2.49525,2.82902);(-0.486557,-4.2108);(-0.982667,-1.14904);(2.21965,0.916236);(1.54346,-0.448531);(2.89172,-3.47882);(-0.547285,-3.23797);(2.04634,-1.20442);(0.136289,-3.06393);(0.970879,3.10626);(-0.0328077,-3.22619);(2.63638,1.55345);(1.50372,-3.04774);(0.677147,3.61938);(0.0740715,4.09893);(2.10874,-1.68188);(1.42255,1.35476);(1.91744,3.98051);(-2.41677,-3.35135);(-1.48877,4.37836);(-0.681423,1.02741);(1.20463,3.83765);(1.69656,1.41296);(-0.328154,-3.33281);(-0.125519,-3.15647);(-2.24525,-1.78427);(-0.190798,1.74057);(-1.49021,3.84333);(0.607075,-1.69945);(-1.92942,3.17226);(-0.52322,2.53224);(1.53415,-3.68501);(1.27979,3.73885);(-2.49259,3.26897);(-1.98428,-4.59609);(-1.14836,-4.51154);(-1.63869,-3.28731);(0.801293,-3.452);(-1.28075,-0.720005);(-1.83699,0.534776);(-2.01394,1.4463);(-1.40272,2.61228);(0.898639,0.890767);(-0.931343,0.337913);(-1.81674,-3.73308);(-2.25532,2.30645);(-2.29083,-0.119935);(-0.766434,0.373331);(-0.244398,1.68398);(-0.734324,-0.448838);(1.56647,-2.93194);(2.47419,0.302995);(-1.69925,-3.91082);(2.75242,-1.51785);(-2.04556,-1.80627);(-1.4959,4.06521);(-1.71764,3.15918);(-1.63716,-2.34924);(1.4332,-1.46584);(1.47024,-1.99135);(0.0822699,2.46122);(1.21246,-4.44933);(1.49624,3.80273);(2.59975,3.11823);(-1.09931,-1.96364);(1.92836,-2.82201);(-0.965896,-1.43364);(1.61938,-3.76253);(-0.241363,-1.6957);(-0.737618,2.838);(2.76503,-3.63099);(1.06161,-4.40135)
0.75;(-0.555469,1.70548);(-2.04708,0.403528);(0.319462,-3.09789);(3.05877,-0.191319);(-1.63781,-3.93987);(-0.0704454,2.45285);(-0.80929,0.765341);(0.542493,1.15474);(-1.69954,-2.44046);(0.0488467,3.26188);(0.0510716,-0.308558);(-1.78443,1.91962);(2.69778,3.43476);(0.692701,0.256637);(-1.04519,2.31871);(-0.93375,3.42032);(0.242523,1.73217);(-0.489071,2.69575);(0.259157,-1.15225);(-1.29422,-0.814543);(0.186174,-0.291698);(1.52444,-0.63422);(-0.451547,-0.877135);(0.60179,-1.75582);(1.6846,2.00487);(1.12309,1.50983);(-2.10499,1.444);(-1.47964,-0.465718);(2.54355,2.84504);(-0.455505,-4.26006);(-0.971236,-1.17386);(2.28894,0.92018);(1.61606,-0.436148);(2.96942,-3.50797);(-0.517455,-3.28118);(2.12275,-1.18799);(0.162829,-3.07955);(1.06156,3.16495);(0.0118261,-3.25181);(2.68697,1.59173);(1.55656,-3.05533);(0.742704,3.68508);(0.123551,4.13474);(2.21264,-1.69914);(1.47409,1.36732);(1.96674,3.98983);(-2.472,-3.4173);(-1.47417,4.47352);(-0.674256,1.04341);(1.27319,3.86704);(1.73787,1.41101);(-0.314846,-3.36475);(-0.0893676,-3.20275);(-2.26394,-1.80599);(-0.149773,1.73621);(-1.5372,3.87188);(0.679209,-1.70696);(-1.92926,3.21134);(-0.509599,2.54604);(1.56701,-3.71809);(1.33782,3.77266);(-2.50862,3.30158);(-1.96947,-4.62707);(-1.12788,-4.55746);(-1.64157,-3.32739);(0.872855,-3.47325);(-1.26465,-0.733655);(-1.87537,0.523363);(-2.03097,1.46691);(-1.41162,2.63259);(0.967894,0.892496);(-0.921713,0.335916);(-1.81196,-3.77717);(-2.25876,2.31384);(-2.30001,-0.128986);(-0.78222,0.383339);(-0.20371,1.70828);(-0.734657,-0.452836);(1.61919,-2.94112);(2.5561,0.307257);(-1.68359,-3.9429);(2.79739,-1.53679);(-2.05747,-1.83886);(-1.49108,4.11051);(-1.72924,3.20406);(-1.63022,-2.36818);(1.49886,-1.4519);(1.54227,-1.98473);(0.111209,2.50067);(1.25063,-4.49785);(1.5454,3.82606);(2.6453,3.12562);(-1.08913,-1.98243);(1.94751,-2.78633);(-0.939194,-1.46738);(1.65516,-3.79614);(-0.197917,-1.69315);(-0.722454,2.85375);(2.8138,-3.62877);(1.09502,-4.45466)
0.8;(-0.525299,1.71282);(-2.04392,0.391809);(0.343235,-3.10685);(3.17468,-0.173138);(-1.61502,-3.95635);(-0.028129,2.48157);(-0.781612,0.77746);(0.548029,1.18112);(-1.68208,-2.46419);(0.0691274,3.30246);(0.121133,-0.321197);(-1.78163,1.93375);(2.77839,3.44431);(0.705634,0.291862);(-1.02938,2.31343);(-0.909592,3.4632);(0.285657,1.73549);(-0.479219,2.74702);(0.317941,-1.15098);(-1.28589,-0.833897);(0.255589,-0.307662);(1.60349,-0.632425);(-0.426201,-0.893644);(0.632229,-1.75929);(1.70309,2.03868);(1.17451,1.53537);(-2.1544,1.44928);(-1.47248,-0.488776);(2.62914,2.89438);(-0.421677,-4.30239);(-0.954747,-1.1962);(2.35825,0.924187);(1.68864,-0.425616);(2.99717,-3.53489);(-0.484172,-3.31853);(2.19901,-1.17234);(0.193281,-3.09187);(1.11863,3.18662);(0.058662,-3.27309);(2.73999,1.58006);(1.60818,-3.0603);(0.807558,3.74247);(0.173972,4.16494);(2.27042,-1.73571);(1.5269,1.37891);(2.05378,4.03196);(-2.508,-3.47526);(-1.4556,4.55709);(-0.661853,1.05805);(1.31139,3.93615);(1.82911,1.40641);(-0.289043,-3.39013);(-0.0504409,-3.24288);(-2.27423,-1.82485);(-0.158748,1.73181);(-1.54227,3.9277);(0.717559,-1.68438);(-1.92225,3.245);(-0.491599,2.55741);(1.6303,-3.76331);(1.3786,3.85341);(-2.56614,3.30628);(-1.94984,-4.65275);(-1.10307,-4.59648);(-1.63821,-3.36208);(0.943085,-3.49038);(-1.24487,-0.746027);(-1.90313,0.512826);(-2.08757,1.45697);(-1.41359,2.64974);(1.03596,0.912017);(-0.907287,0.334298);(-1.80131,-3.81515);(-2.31183,2.32731);(-2.30233,-0.13715);(-0.791392,0.392771);(-0.21252,1.73965);(-0.729866,-0.456896);(1.66963,-2.94732);(2.63653,0.31091);(-1.66351,-3.97004);(2.8884,-1.53622);(-2.06189,-1.86756);(-1.48126,4.14976);(-1.73361,3.24315);(-1.6171,-2.3841);(1.56484,-1.43852);(1.56503,-1.98666);(0.14336,2.53523);(1.29066,-4.5389);(1.59277,3.85152);(2.72528,3.16926);(-1.0734,-1.99858);(2.0076,-2.77936);(-0.908556,-1.49754);(1.70205,-3.83095);(-0.152626,-1.69042);(-0.703635,2.8669);(2.8492,-3.62471);(1.13113,-4.5)
0.85;(-0.5407,1.74073);(-2.03472,0.381032);(0.371203,-3.11361);(3.28607,-0.156493);(-1.58748,-3.96952);(0.0137762,2.50712);(-0.777373,0.745415);(0.58075,1.16554);(-1.65983,-2.484);(0.0931649,3.33751);(0.180754,-0.289143);(-1.77277,1.94567);(2.87297,3.50187);(0.736519,0.294977);(-1.05427,2.33721);(-0.880968,3.50004);(0.330474,1.78878);(-0.464451,2.79217);(0.353256,-1.10556);(-1.27205,-0.851326);(0.318926,-0.273997);(1.68242,-0.630501);(-0.397217,-0.909124);(0.667142,-1.76126);(1.73085,2.02336);(1.22748,1.55778);(-2.19003,1.45336);(-1.45992,-0.509625);(2.69873,2.89635);(-0.385341,-4.33843);(-0.933663,-1.2163);(2.4313,0.898495);(1.77131,-0.366112);(3.06522,-3.53222);(-0.447776,-3.35055);(2.27439,-1.1581);(0.227271,-3.10119);(1.17067,3.25804);(0.107478,-3.29042);(2.79702,1.58103);(1.6326,-3.06409);(0.830052,3.7733);(0.225226,4.19002);(2.34121,-1.72401);(1.58725,1.40198);(2.10888,4.11254);(-2.5306,-3.52594);(-1.43345,4.63025);(-0.633321,1.03725);(1.39213,4.03154);(1.90727,1.4261);(-0.259082,-3.41111);(-0.00900948,-3.27742);(-2.27713,-1.8411);(-0.124392,1.70247);(-1.54096,3.97627);(0.771869,-1.70919);(-1.90903,3.27371);(-0.470341,2.56826);(1.65247,-3.82355);(1.42087,3.92398);(-2.63671,3.35925);(-1.9227,-4.6839);(-1.07433,-4.62924);(-1.63232,-3.38162);(1.00444,-3.50525);(-1.22175,-0.757251);(-1.92159,0.503086);(-2.13021,1.44734);(-1.41213,2.66509);(1.09829,0.915605);(-0.888542,0.333037);(-1.78534,-3.84758);(-2.35183,2.29252);(-2.29845,-0.144507);(-0.796322,0.399582);(-0.206599,1.72324);(-0.720441,-0.461027);(1.68209,-2.96435);(2.72055,0.307559);(-1.6394,-3.99269);(2.96128,-1.48907);(-2.05954,-1.89273);(-1.46565,4.18293);(-1.73143,3.27695);(-1.59836,-2.39728);(1.62078,-1.47413);(1.60088,-2.00344);(0.177463,2.56593);(1.33239,-4.57308);(1.64085,3.87205);(2.8123,3.16341);(-1.05261,-2.01232);(2.05453,-2.82063);(-0.875005,-1.52411);(1.73251,-3.86888);(-0.107728,-1.68643);(-0.696549,2.92865);(2.91428,-3.66089);(1.16953,-4.53811)
0.9;(-0.508428,1.75357);(-2.0513,0.355541);(0.381684,-3.11732);(3.39336,-0.141252);(-1.55565,-3.97959);(0.057911,2.52904);(-0.776015,0.763286);(0.616858,1.19985);(-1.63323,-2.50033);(0.120605,3.36752);(0.228791,-0.305729);(-1.81389,1.95943);(2.9177,3.55564);(0.790749,0.342307);(-1.07062,2.35768);(-0.856104,3.58673);(0.377557,1.83591);(-0.444872,2.8316);(0.376464,-1.10865);(-1.25343,-0.868796);(0.370594,-0.288951);(1.74941,-0.616431);(-0.364909,-0.923696);(0.706152,-1.7622);(1.76804,2.05714);(1.23598,1.55734);(-2.21431,1.45636);(-1.44476,-0.533394);(2.74453,2.89854);(-0.346799,-4.36881);(-0.908242,-1.23422);(2.53342,0.913482);(1.80907,-0.328584);(3.08328,-3.52884);(-0.408569,-3.37772);(2.34933,-1.14744);(0.249825,-3.10816);(1.26886,3.3102);(0.138852,-3.31377);(2.84644,1.57065);(1.6563,-3.11787);(0.856192,3.79897);(0.228018,4.2274);(2.42083,-1.72873);(1.65914,1.37639);(2.16131,4.18303);(-2.54313,-3.5699);(-1.40807,4.69404);(-0.60155,1.01857);(1.46999,4.11522);(1.98058,1.44742);(-0.225646,-3.4284);(0.0346731,-3.30687);(-2.27337,-1.85497);(-0.093382,1.68189);(-1.53385,4.01826);(0.821663,-1.71893);(-1.89018,3.29792);(-0.444729,2.57678);(1.68025,-3.87108);(1.46452,3.98529);(-2.67353,3.40565);(-1.89189,-4.7097);(-1.04204,-4.65634);(-1.62101,-3.39767);(1.01994,-3.54005);(-1.19554,-0.775757);(-1.93185,0.494072);(-2.16132,1.438);(-1.44113,2.72009);(1.14897,0.87057);(-0.867499,0.327254);(-1.76455,-3.87496);(-2.37947,2.25986);(-2.28896,-0.151129);(-0.764407,0.421695);(-0.193637,1.71285);(-0.705347,-0.514836);(1.74408,-2.97446);(2.85216,0.319492);(-1.61166,-4.01125);(3.03676,-1.4617);(-2.05104,-1.91469);(-1.45793,4.22659);(-1.7233,3.30596);(-1.57449,-2.40803);(1.68657,-1.46072);(1.61799,-2.06659);(0.214276,2.59249);(1.37552,-4.6012);(1.68947,3.88806);(2.84935,3.15615);(-1.0592,-2.06789);(2.14581,-2.8388);(-0.814023,-1.50888);(1.76537,-3.90077);(-0.0610354,-1.6825);(-0.682886,2.94084);(2.92966,-3.69158);(1.20822,-4.57402)
0.95;(-0.471793,1.7682);(-2.05376,0.378014);(0.398628,-3.11976);(3.49692,-0.127298);(-1.51751,-3.99474);(0.102311,2.55286);(-0.807593,0.743538);(0.603634,1.2423);(-1.65491,-2.5297);(0.151111,3.39293);(0.293979,-0.296326);(-1.84417,1.971);(2.96085,3.60828);(0.804157,0.360766);(-1.07928,2.37515);(-0.870817,3.64286);(0.422222,1.88023);(-0.421288,2.86596);(0.447634,-1.09762);(-1.23033,-0.884101);(0.415179,-0.308741);(1.84992,-0.625491);(-0.310912,-0.898668);(0.749332,-1.77098);(1.81213,2.08383);(1.26856,1.60072);(-2.22899,1.45836);(-1.42521,-0.554542);(2.78096,2.90598);(-0.310201,-4.39784);(-0.885696,-1.28063);(2.63207,0.92645);(1.874,-0.333031);(3.13987,-3.55732);(-0.418528,-3.41398);(2.42471,-1.1372);(0.276717,-3.11265);(1.35452,3.31397);(0.217828,-3.32182);(2.94233,1.57875);(1.684,-3.22149);(0.885618,3.81994);(0.278412,4.28007);(2.48823,-1.72643);(1.68111,1.34801);(2.24193,4.22638);(-2.54729,-3.60779);(-1.41113,4.79895);(-0.548309,1.04505);(1.51447,4.20612);(2.04971,1.45124);(-0.22438,-3.42349);(0.0297649,-3.32453);(-2.26358,-1.86669);(-0.0644641,1.69216);(-1.52149,4.05429);(0.873213,-1.72762);(-1.86204,3.37127);(-0.415203,2.58332);(1.71033,-3.90926);(1.50934,4.03819);(-2.69471,3.44607);(-1.85778,-4.73065);(-1.00671,-4.67842);(-1.62575,-3.46108);(1.08403,-3.58663);(-1.21835,-0.80409);(-1.93475,0.485721);(-2.17964,1.42613);(-1.47663,2.72553);(1.23694,0.858827);(-0.842826,0.321789);(-1.73911,-3.90154);(-2.40032,2.23196);(-2.29317,-0.205838);(-0.754487,0.398905);(-0.148366,1.74061);(-0.641519,-0.557465);(1.76154,-2.96181);(2.97765,0.330079);(-1.57845,-4.03117);(3.11141,-1.43564);(-2.09186,-1.92834);(-1.44425,4.2637);(-1.70447,3.38381);(-1.59815,-2.43434);(1.75255,-1.44825);(1.63179,-2.07984);(0.253153,2.61627);(1.41966,-4.64145);(1.74184,3.95394);(2.87608,3.1529);(-1.01648,-2.13176);(2.20266,-2.82069);(-0.799041,-1.51325);(1.74938,-3.94331);(-0.0209395,-1.69716);(-0.665222,2.95059);(2.97001,-3.76559);(1.2492,-4.61334)
1;(-0.480317,1.8043);(-2.04865,0.351061);(0.443519,-3.12032);(3.59708,-0.11452);(-1.45772,-4.05495);(0.141222,2.57722);(-0.789859,0.732058);(0.640409,1.28474);(-1.66797,-2.55557);(0.184386,3.41418);(0.358688,-0.293719);(-1.86498,1.98059);(2.97365,3.65321);(0.834328,0.358861);(-1.08096,2.38988);(-0.837264,3.71205);(0.469504,1.9182);(-0.394072,2.89572);(0.51804,-1.08745);(-1.20433,-0.90094);(0.504794,-0.306798);(1.92466,-0.591715);(-0.256805,-0.87709);(0.792526,-1.76939);(1.84095,2.06291);(1.32039,1.63002);(-2.25535,1.50898);(-1.4375,-0.537134);(2.86737,2.91245);(-0.276247,-4.42363);(-0.859703,-1.31635);(2.72741,0.937114);(1.94501,-0.287849);(3.14648,-3.58446);(-0.38267,-3.43022);(2.51048,-1.14042);(0.353037,-3.10959);(1.4078,3.35583);(0.263325,-3.35211);(3.00315,1.55121);(1.71556,-3.27526);(0.917443,3.84001);(0.326152,4.32615);(2.59086,-1.68864);(1.7109,1.32667);(2.31164,4.26299);(-2.54412,-3.64019);(-1.40866,4.89063);(-0.543679,1.05983);(1.56102,4.28509);(2.15853,1.48545);(-0.19537,-3.46017);(0.0686046,-3.36641);(-2.25934,-1.914);(-0.0628952,1.71636);(-1.49189,4.13725);(0.916491,-1.71128);(-1.88216,3.43155);(-0.393757,2.60971);(1.75257,-3.99593);(1.55857,4.08274);(-2.7058,3.48106);(-1.82277,-4.80159);(-0.969781,-4.69684);(-1.65583,-3.48138);(1.14407,-3.58338);(-1.19259,-0.844318);(-1.98664,0.467353);(-2.20562,1.46366);(-1.50249,2.72912);(1.28522,0.816693);(-0.814907,0.317111);(-1.75942,-3.94402);(-2.42078,2.2117);(-2.33619,-0.229026);(-0.731199,0.405711);(-0.101356,1.76534);(-0.626171,-0.61233);(1.82803,-2.95897);(3.09755,0.339427);(-1.52386,-4.09628);(3.21813,-1.42355);(-2.14538,-1.96549);(-1.42517,4.29488);(-1.70172,3.41431);(-1.61283,-2.45785);(1.813,-1.48548);(1.65771,-2.09207);(0.286365,2.63974);(1.46616,-4.73165);(1.79396,4.01103);(2.95278,3.14782);(-1.00481,-2.15643);(2.23863,-2.84802);(-0.754147,-1.55768);(1.74723,-3.97907);(0.0405391,-1.75702);(-0.645529,2.96104);(2.9834,-3.82954);(1.2933,-4.70255)
1.05;(-0.488475,1.79039);(-2.07261,0.364789);(0.501932,-3.16902);(3.69558,-0.102111);(-1.44715,-4.10636);(0.176456,2.60913);(-0.76765,0.721951);(0.691158,1.30083);(-1.66897,-2.5796);(0.219876,3.43192);(0.385082,-0.323234);(-1.87742,1.98838);(3.03186,3.67721);(0.860106,0.356806);(-1.07631,2.40212);(-0.800159,3.77247);(0.519329,1.95092);(-0.363572,2.92126);(0.586326,-1.08497);(-1.17448,-0.916117);(0.568254,-0.347468);(1.99705,-0.562968);(-0.208852,-0.866716);(0.838326,-1.76761);(1.91977,2.04243);(1.32222,1.65814);(-2.26943,1.51113);(-1.42068,-0.560381);(2.90424,2.92564);(-0.217699,-4.49296);(-0.824575,-1.3623);(2.81946,0.897886);(2.05458,-0.274489);(3.18957,-3.64579);(-0.343731,-3.4456);(2.58163,-1.09583);(0.441993,-3.15492);(1.4436,3.38502);(0.295701,-3.37411);(3.06927,1.57339);(1.72821,-3.32525);(0.951882,3.8579);(0.374641,4.36573);(2.70804,-1.69869);(1.76056,1.31832);(2.37247,4.29343);(-2.53458,-3.66842);(-1.40116,4.9705);(-0.533557,1.0735);(1.6088,4.35329);(2.2446,1.48896);(-0.158524,-3.48255);(0.125694,-3.36173);(-2.2515,-1.94195);(-0.0503544,1.71935);(-1.45914,4.21007);(0.960673,-1.70454);(-1.89358,3.48424);(-0.367975,2.63229);(1.74781,-4.09965);(1.58168,4.13293);(-2.70916,3.51109);(-1.78485,-4.86295);(-0.910039,-4.72995);(-1.6784,-3.50941);(1.15708,-3.59711);(-1.20998,-0.859283);(-2.02554,0.450519);(-2.20815,1.45703);(-1.48847,2.76289);(1.31529,0.821125);(-0.784095,0.313177);(-1.77146,-3.98044);(-2.4662,2.23476);(-2.36651,-0.249982);(-0.705025,0.412356);(-0.0527529,1.78729);(-0.563555,-0.650892);(1.89764,-2.99442);(3.21236,0.347638);(-1.51907,-4.16585);(3.32112,-1.41134);(-2.18484,-1.99826);(-1.40119,4.32066);(-1.6931,3.44039);(-1.61931,-2.47786);(1.87247,-1.47574);(1.70472,-2.07976);(0.317297,2.66942);(1.51386,-4.80961);(1.80069,4.08908);(2.97964,3.14678);(-0.994173,-2.20719);(2.25925,-2.82776);(-0.70732,-1.59496);(1.77671,-4.02773);(0.0851601,-1.76981);(-0.625567,3.02149);(3.04074,-3.86967);(1.33902,-4.77964)
