time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
19.95;(-19.4919,0.397867);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6088,-1.17669);(19.4606,1.12691);(19.528,-0.0188533);(20.7144,-0.993926);(19.6158,0.245879);(-22.2068,0.914883);(20.7573,0.446248);(22.1025,-0.805628);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4256,0.130486);(19.3622,-0.920438);(19.6265,0.267307);(-16.6257,0.63962);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.6432,0.461842);(-19.4589,0.442466);(-20.506,1.67816);(-19.7173,0.401774);(-19.0971,1.95839);(20.5256,1.95301);(-3.31462,-2.33768);(-19.7822,-2.48604);(3.29745,-2.78255);(22.1765,0.652889);(19.5836,0.125577);(-19.1663,-0.97655);(17.8152,-1.25265);(-19.6995,0.324145);(20.4901,-2.28609);(-3.31561,2.43071);(-21.9916,-0.882357);(-21.0373,0.159723);(-17.945,-0.274133);(-19.5442,-0.173557);(3.23109,-1.97009);(17.2176,1.25567);(16.6735,-0.0635262);(-19.5597,-0.190571);(-19.1676,-0.960572)
20;(-19.5208,0.386938);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5959,-1.21611);(19.4362,1.1352);(19.528,-0.0188533);(20.7443,-0.978003);(19.6158,0.245879);(-22.2143,0.951468);(20.7343,0.443572);(22.1413,-0.80423);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4436,0.143364);(19.3331,-0.934509);(19.6265,0.267307);(-16.6646,0.647045);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.706,0.454798);(-19.4861,0.425479);(-20.5015,1.68422);(-19.7173,0.401774);(-19.0989,1.96828);(20.5404,1.94499);(-3.31462,-2.33768);(-19.8003,-2.48298);(3.29745,-2.78255);(22.1513,0.659774);(19.5836,0.125577);(-19.1779,-0.979655);(17.8502,-1.2593);(-19.6995,0.324145);(20.4645,-2.29591);(-3.31561,2.43071);(-21.9973,-0.909528);(-21.0537,0.162705);(-17.9637,-0.25463);(-19.5442,-0.173557);(3.23109,-1.97009);(17.2477,1.26415);(16.7046,-0.0600966);(-19.5597,-0.190571);(-19.1782,-0.97178)
20.05;(-19.5491,0.369794);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6039,-1.21015);(19.4373,1.1762);(19.528,-0.0188533);(20.7677,-0.958635);(19.6158,0.245879);(-22.2153,0.982211);(20.71,0.4375);(22.1714,-0.801085);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4483,0.114453);(19.3515,-0.932693);(19.6265,0.267307);(-16.6998,0.656692);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.7677,0.448159);(-19.5164,0.405647);(-20.4957,1.68269);(-19.7173,0.401774);(-19.1027,1.97219);(20.5503,1.93388);(-3.31462,-2.33768);(-19.7905,-2.52139);(3.29745,-2.78255);(22.1243,0.661297);(19.5836,0.125577);(-19.1929,-0.977214);(17.8365,-1.27744);(-19.6995,0.324145);(20.4399,-2.2981);(-3.31561,2.43071);(-21.9965,-0.931462);(-21.0653,0.16693);(-17.9926,-0.240238);(-19.5442,-0.173557);(3.23109,-1.97009);(17.2759,1.2707);(16.7407,-0.0572707);(-19.5597,-0.190571);(-19.1922,-0.976757)
20.1;(-19.5792,0.352155);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6121,-1.204);(19.441,1.20782);(19.528,-0.0188533);(20.785,-0.936236);(19.6158,0.245879);(-22.2105,1.00759);(20.6828,0.428624);(22.1938,-0.796383);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4587,0.0880301);(19.3722,-0.925217);(19.6265,0.267307);(-16.7364,0.664302);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.829,0.441639);(-19.5477,0.385885);(-20.4897,1.67366);(-19.7173,0.401774);(-19.1076,1.97164);(20.5562,1.91988);(-3.31462,-2.33768);(-19.7821,-2.55024);(3.29745,-2.78255);(22.0951,0.658299);(19.5836,0.125577);(-19.2097,-0.969678);(17.829,-1.29103);(-19.6995,0.324145);(20.4164,-2.29363);(-3.31561,2.43071);(-21.9898,-0.948589);(-21.0687,0.169667);(-18.0259,-0.226861);(-19.5442,-0.173557);(3.23109,-1.97009);(17.3071,1.27403);(16.7804,-0.05487);(-19.5597,-0.190571);(-19.2093,-0.976032)
20.15;(-19.6082,0.346091);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6235,-1.19958);(19.4469,1.23091);(19.528,-0.0188533);(20.7958,-0.91619);(19.6158,0.245879);(-22.2006,1.02803);(20.6547,0.424699);(22.2091,-0.790292);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4742,0.0641164);(19.3937,-0.921648);(19.6265,0.267307);(-16.7743,0.669895);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.8902,0.435207);(-19.5788,0.378882);(-20.4826,1.65884);(-19.7173,0.401774);(-19.1147,1.96611);(20.5585,1.9032);(-3.31462,-2.33768);(-19.775,-2.57041);(3.29745,-2.78255);(22.0647,0.657692);(19.5836,0.125577);(-19.2003,-0.98752);(17.827,-1.30048);(-19.6995,0.324145);(20.394,-2.28328);(-3.31561,2.43071);(-21.9778,-0.961306);(-21.0958,0.178119);(-18.0626,-0.214289);(-19.5442,-0.173557);(3.23109,-1.97009);(17.3409,1.2744);(16.8228,-0.0527144);(-19.5597,-0.190571);(-19.2266,-0.970132)
20.2;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5985,-1.19118);(19.4548,1.24622);(19.528,-0.0188533);(20.8015,-0.897787);(19.6158,0.245879);(-22.1859,1.04395);(20.6244,0.417777);(22.218,-0.782965);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4942,0.0427478);(19.4172,-0.912527);(19.6265,0.267307);(-16.8135,0.673639);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.9515,0.428765);(-19.6123,0.368967);(-20.4747,1.63883);(-19.7173,0.401774);(-19.1238,1.95603);(20.5565,1.88429);(-3.31462,-2.33768);(-19.7691,-2.58271);(3.29745,-2.78255);(22.0338,0.656682);(19.5836,0.125577);(-19.1961,-0.998376);(17.83,-1.30616);(-19.6995,0.324145);(20.3728,-2.26777);(-3.31561,2.43071);(-21.9939,-0.970661);(-21.1134,0.184652);(-18.1022,-0.202614);(-19.5442,-0.173557);(3.23109,-1.97009);(17.3769,1.27241);(16.8674,-0.0508455);(-19.5597,-0.190571);(-19.2461,-0.95926)
20.25;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.623,-1.19);(19.4149,1.24679);(19.528,-0.0188533);(20.8152,-0.877419);(19.6158,0.245879);(-22.167,1.05572);(20.5958,0.425167);(22.2211,-0.774541);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.5157,0.0202536);(19.4287,-0.914599);(19.6265,0.267307);(-16.8537,0.675825);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.0131,0.422284);(-19.6428,0.352694);(-20.472,1.60946);(-19.7173,0.401774);(-19.129,1.94707);(20.6037,1.87501);(-3.31462,-2.33768);(-19.7642,-2.58786);(3.29745,-2.78255);(22.003,0.654971);(19.5836,0.125577);(-19.179,-1.00645);(17.8372,-1.30863);(-19.6995,0.324145);(20.3532,-2.24766);(-3.31561,2.43071);(-22.0026,-0.976276);(-21.1274,0.191844);(-18.1367,-0.182726);(-19.5442,-0.173557);(3.23109,-1.97009);(17.4139,1.26999);(16.9141,-0.0511324);(-19.5597,-0.190571);(-19.2168,-0.937181)
20.3;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6322,-1.18418);(19.3971,1.24196);(19.528,-0.0188533);(20.8189,-0.85829);(19.6158,0.245879);(-22.1554,1.11693);(20.566,0.428492);(22.2227,-0.767469);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.5083,0.0279148);(19.4708,-0.926188);(19.6265,0.267307);(-16.8918,0.678373);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.0751,0.41593);(-19.6722,0.317768);(-20.4712,1.59196);(-19.7173,0.401774);(-19.1364,1.93543);(20.6444,1.86003);(-3.31462,-2.33768);(-19.7604,-2.58653);(3.29745,-2.78255);(21.97,0.657749);(19.5836,0.125577);(-19.1678,-1.00847);(17.8481,-1.30817);(-19.6995,0.324145);(20.3402,-2.23619);(-3.31561,2.43071);(-22.0154,-0.978064);(-21.1278,0.150896);(-18.138,-0.125515);(-19.5442,-0.173557);(3.23109,-1.97009);(17.4364,1.26532);(16.9621,-0.0509914);(-19.5597,-0.190571);(-19.222,-0.95128)
20.35;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6227,-1.22472);(19.3856,1.23979);(19.528,-0.0188533);(20.8679,-0.817898);(19.6158,0.245879);(-22.1395,1.16961);(20.5408,0.424363);(22.2192,-0.759309);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.5508,0.0319377);(19.4632,-0.932743);(19.6265,0.267307);(-16.8827,0.697634);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.1361,0.407844);(-19.6722,0.317768);(-20.4685,1.56903);(-19.7173,0.401774);(-19.1459,1.91984);(20.6715,1.86389);(-3.31462,-2.33768);(-19.7577,-2.58094);(3.29745,-2.78255);(21.942,0.639068);(19.5836,0.125577);(-19.162,-1.005);(17.8626,-1.30476);(-19.6995,0.324145);(20.3317,-2.25412);(-3.31561,2.43071);(-22.0211,-0.976821);(-21.1446,0.157193);(-18.1857,-0.0867138);(-19.5442,-0.173557);(3.23109,-1.97009);(17.4551,1.26696);(16.9615,-0.0592902);(-19.5597,-0.190571);(-19.2308,-0.957199)
20.4;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6267,-1.24191);(19.3794,1.23448);(19.528,-0.0188533);(20.867,-0.780272);(19.6158,0.245879);(-22.1195,1.21443);(20.5248,0.417092);(22.265,-0.759389);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.5838,0.0326944);(19.4646,-0.932063);(19.6265,0.267307);(-16.8797,0.713938);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.1863,0.406254);(-19.6722,0.317768);(-20.4695,1.53833);(-19.7173,0.401774);(-19.1554,1.90936);(20.6938,1.86091);(-3.31462,-2.33768);(-19.74,-2.58442);(3.29745,-2.78255);(21.9289,0.661854);(19.5836,0.125577);(-19.1612,-0.996573);(17.8756,-1.29924);(-19.6995,0.324145);(20.3229,-2.26362);(-3.31561,2.43071);(-22.0204,-0.972836);(-21.1528,0.161943);(-18.2318,-0.0571841);(-19.5442,-0.173557);(3.23109,-1.97009);(17.4751,1.26607);(16.9789,-0.0730345);(-19.5597,-0.190571);(-19.2431,-0.956311)
20.45;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6272,-1.25142);(19.3786,1.22387);(19.528,-0.0188533);(20.8874,-0.787866);(19.6158,0.245879);(-22.096,1.25201);(20.4872,0.454876);(22.3015,-0.757764);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6031,0.0709154);(19.4807,-0.965764);(19.6265,0.267307);(-16.8823,0.727534);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.2381,0.403662);(-19.6722,0.317768);(-20.4592,1.51073);(-19.7173,0.401774);(-19.1666,1.89861);(20.7034,1.86167);(-3.31462,-2.33768);(-19.7244,-2.58159);(3.29745,-2.78255);(21.9201,0.671793);(19.5836,0.125577);(-19.1648,-0.983679);(17.895,-1.29492);(-19.6995,0.324145);(20.314,-2.26546);(-3.31561,2.43071);(-22.0138,-0.966365);(-21.1652,0.1582);(-18.2774,-0.0341158);(-19.5442,-0.173557);(3.23109,-1.97009);(17.497,1.26338);(16.9966,-0.0819831);(-19.5597,-0.190571);(-19.2583,-0.950466)
20.5;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6247,-1.25395);(19.3533,1.2568);(19.528,-0.0188533);(20.9013,-0.790653);(19.6158,0.245879);(-22.0694,1.28292);(20.4936,0.469153);(22.3295,-0.754621);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.5916,0.069837);(19.4854,-0.966692);(19.6265,0.267307);(-16.8898,0.738652);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.2886,0.402972);(-19.6722,0.317768);(-20.4509,1.48102);(-19.7173,0.401774);(-19.179,1.8871);(20.7083,1.85786);(-3.31462,-2.33768);(-19.711,-2.57302);(3.29745,-2.78255);(21.9074,0.676769);(19.5836,0.125577);(-19.1721,-0.96728);(17.9174,-1.28805);(-19.6995,0.324145);(20.3183,-2.2837);(-3.31561,2.43071);(-22.008,-0.969825);(-21.1636,0.166014);(-18.3231,-0.0177219);(-19.5442,-0.173557);(3.23109,-1.97009);(17.5214,1.25918);(17.0216,-0.0926984);(-19.5597,-0.190571);(-19.2761,-0.940494)
20.55;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6284,-1.25945);(19.3331,1.28119);(19.528,-0.0188533);(20.9092,-0.789106);(19.6158,0.245879);(-22.0399,1.30769);(20.4798,0.465719);(22.3499,-0.750124);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6034,0.0737167);(19.4968,-0.960989);(19.6265,0.267307);(-16.9018,0.747499);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.3403,0.401834);(-19.6722,0.317768);(-20.4286,1.46007);(-19.7173,0.401774);(-19.1915,1.87466);(20.7114,1.86179);(-3.31462,-2.33768);(-19.6995,-2.55926);(3.29745,-2.78255);(21.9039,0.677344);(19.5836,0.125577);(-19.1972,-0.997562);(17.9423,-1.28184);(-19.6995,0.324145);(20.3212,-2.29346);(-3.31561,2.43071);(-21.9968,-0.970086);(-21.1724,0.162389);(-18.352,0.0457563);(-19.5442,-0.173557);(3.23109,-1.97009);(17.5492,1.25285);(17.031,-0.105054);(-19.5597,-0.190571);(-19.2871,-0.918257)
20.6;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6397,-1.25629);(19.3313,1.3128);(19.528,-0.0188533);(20.9119,-0.783744);(19.6158,0.245879);(-22.0087,1.32595);(20.4651,0.458138);(22.3633,-0.74442);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6206,0.0734801);(19.512,-0.949033);(19.6265,0.267307);(-16.918,0.754267);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.3882,0.406888);(-19.6722,0.317768);(-20.4485,1.41237);(-19.7173,0.401774);(-19.165,1.89357);(20.7117,1.85891);(-3.31462,-2.33768);(-19.6907,-2.56931);(3.29745,-2.78255);(21.8949,0.675781);(19.5836,0.125577);(-19.2071,-0.99605);(17.9681,-1.2739);(-19.6995,0.324145);(20.3229,-2.29554);(-3.31561,2.43071);(-21.9866,-0.972703);(-21.173,0.16618);(-18.3751,0.0923726);(-19.5442,-0.173557);(3.23109,-1.97009);(17.5643,1.23303);(17.0507,-0.122735);(-19.5597,-0.190571);(-19.3011,-0.894574)
20.65;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6232,-1.25299);(19.3325,1.33597);(19.528,-0.0188533);(20.9154,-0.775628);(19.6158,0.245879);(-21.9755,1.33905);(20.4532,0.45507);(22.3704,-0.73764);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6352,0.0767924);(19.526,-0.94154);(19.6265,0.267307);(-16.9379,0.759132);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.4367,0.411248);(-19.6722,0.317768);(-20.4385,1.40472);(-19.7173,0.401774);(-19.1434,1.90536);(20.7095,1.84988);(-3.31462,-2.33768);(-19.6835,-2.57246);(3.29745,-2.78255);(21.8811,0.672935);(19.5836,0.125577);(-19.2203,-0.989276);(17.995,-1.2664);(-19.6995,0.324145);(20.3235,-2.29065);(-3.31561,2.43071);(-21.9954,-0.968693);(-21.1991,0.126973);(-18.4024,0.134338);(-19.5442,-0.173557);(3.23109,-1.97009);(17.5847,1.21216);(17.0744,-0.138528);(-19.5597,-0.190571);(-19.3173,-0.86751)
20.7;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6307,-1.25238);(19.3364,1.35147);(19.528,-0.0188533);(20.9169,-0.765251);(19.6158,0.245879);(-21.9496,1.35382);(20.4407,0.452417);(22.3717,-0.729904);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6576,0.0759623);(19.5403,-0.93307);(19.6265,0.267307);(-16.9611,0.762293);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.4861,0.415145);(-19.6722,0.317768);(-20.422,1.38512);(-19.7173,0.401774);(-19.1262,1.91071);(20.7047,1.83616);(-3.31462,-2.33768);(-19.6776,-2.56932);(3.29745,-2.78255);(21.8637,0.669348);(19.5836,0.125577);(-19.211,-0.969231);(18.0228,-1.25754);(-19.6995,0.324145);(20.3232,-2.27946);(-3.31561,2.43071);(-22.0361,-1.00322);(-21.1909,0.124092);(-18.4302,0.172251);(-19.5442,-0.173557);(3.23109,-1.97009);(17.6037,1.19385);(17.1017,-0.1531);(-19.5597,-0.190571);(-19.336,-0.838689)
20.75;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6344,-1.24573);(19.3426,1.35999);(19.528,-0.0188533);(20.9192,-0.753366);(19.6158,0.245879);(-21.9213,1.36371);(20.4295,0.453009);(22.3679,-0.721308);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6737,0.0814475);(19.5587,-0.931933);(19.6265,0.267307);(-16.9871,0.764178);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.5359,0.418302);(-19.6722,0.317768);(-20.4114,1.36285);(-19.7173,0.401774);(-19.0808,1.95736);(20.6964,1.81938);(-3.31462,-2.33768);(-19.6731,-2.5605);(3.29745,-2.78255);(21.8448,0.66571);(19.5836,0.125577);(-19.2066,-0.946394);(18.0578,-1.25286);(-19.6995,0.324145);(20.3222,-2.26289);(-3.31561,2.43071);(-22.0671,-1.03164);(-21.1791,0.120628);(-18.484,0.167545);(-19.5442,-0.173557);(3.23109,-1.97009);(17.6275,1.17439);(17.1242,-0.16305);(-19.5597,-0.190571);(-19.3541,-0.809657)
20.8;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6351,-1.23977);(19.3363,1.36499);(19.528,-0.0188533);(20.9225,-0.737886);(19.6158,0.245879);(-21.8905,1.36913);(20.4138,0.439843);(22.3599,-0.712005);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.6989,0.080124);(19.5725,-0.920289);(19.6265,0.267307);(-17.0156,0.764869);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.5864,0.420866);(-19.6722,0.317768);(-20.4002,1.34738);(-19.7173,0.401774);(-19.0421,1.99439);(20.7034,1.80692);(-3.31462,-2.33768);(-19.6697,-2.54656);(3.29745,-2.78255);(21.8265,0.662822);(19.5836,0.125577);(-19.2205,-0.970065);(18.0893,-1.24603);(-19.6995,0.324145);(20.3255,-2.24793);(-3.31561,2.43071);(-22.0893,-1.0545);(-21.1715,0.117131);(-18.5123,0.205778);(-19.5442,-0.173557);(3.23109,-1.97009);(17.6478,1.15932);(17.1479,-0.174622);(-19.5597,-0.190571);(-19.404,-0.819099)
20.85;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6831,-1.25014);(19.3334,1.36397);(19.528,-0.0188533);(20.9201,-0.723658);(19.6158,0.245879);(-21.8582,1.37062);(20.4121,0.440419);(22.3508,-0.702745);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.703,0.0946169);(19.5958,-0.934099);(19.6265,0.267307);(-17.0464,0.763938);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.6373,0.422476);(-19.6722,0.317768);(-20.3941,1.32589);(-19.7173,0.401774);(-19.0095,2.02269);(20.7045,1.79556);(-3.31462,-2.33768);(-19.6703,-2.54439);(3.29745,-2.78255);(21.8096,0.658401);(19.5836,0.125577);(-19.2344,-0.96979);(18.1177,-1.24116);(-19.6995,0.324145);(20.3279,-2.22813);(-3.31561,2.43071);(-22.1037,-1.07229);(-21.1583,0.116126);(-18.5381,0.240061);(-19.5442,-0.173557);(3.23109,-1.97009);(17.673,1.14354);(17.1751,-0.185128);(-19.5597,-0.190571);(-19.4072,-0.811028)
20.9;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6843,-1.25686);(19.3421,1.37085);(19.528,-0.0188533);(20.92,-0.728605);(19.6158,0.245879);(-21.8602,1.40492);(20.3864,0.449269);(22.3383,-0.693112);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.7347,0.0767447);(19.6024,-0.907928);(19.6265,0.267307);(-17.0793,0.761896);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.6882,0.42298);(-19.6722,0.317768);(-20.3463,1.27697);(-19.7173,0.401774);(-18.9825,2.04311);(20.7032,1.78618);(-3.31462,-2.33768);(-19.6717,-2.53646);(3.29745,-2.78255);(21.8005,0.654456);(19.5836,0.125577);(-19.2512,-0.966143);(18.1477,-1.23362);(-19.6995,0.324145);(20.347,-2.23628);(-3.31561,2.43071);(-22.1499,-1.08214);(-21.1485,0.105445);(-18.5675,0.270193);(-19.5442,-0.173557);(3.23109,-1.97009);(17.6724,1.14469);(17.2055,-0.19485);(-19.5597,-0.190571);(-19.4131,-0.799319)
20.95;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6837,-1.25682);(19.3332,1.39956);(19.528,-0.0188533);(20.9164,-0.729648);(19.6158,0.245879);(-21.8571,1.43229);(20.3745,0.438856);(22.324,-0.687042);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.7337,0.0967322);(19.6435,-0.917915);(19.6265,0.267307);(-17.1142,0.758919);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.7379,0.419537);(-19.6722,0.317768);(-20.3277,1.23853);(-19.7173,0.401774);(-18.9606,2.05639);(20.7049,1.77098);(-3.31462,-2.33768);(-19.6721,-2.52349);(3.29745,-2.78255);(21.7849,0.652394);(19.5836,0.125577);(-19.2697,-0.958045);(18.1751,-1.23743);(-19.6995,0.324145);(20.3632,-2.23693);(-3.31561,2.43071);(-22.1861,-1.08813);(-21.135,0.0955141);(-18.5739,0.29102);(-19.5442,-0.173557);(3.23109,-1.97009);(17.6801,1.14614);(17.234,-0.201251);(-19.5597,-0.190571);(-19.4213,-0.790853)
21;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6866,-1.25934);(19.3277,1.42003);(19.528,-0.0188533);(20.961,-0.717191);(19.6158,0.245879);(-21.8493,1.45333);(20.3598,0.424557);(22.3106,-0.677605);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.7459,0.11115);(19.6355,-0.937045);(19.6265,0.267307);(-17.1309,0.756725);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.7852,0.414005);(-19.6722,0.317768);(-20.2838,1.21079);(-19.7173,0.401774);(-18.9434,2.0632);(20.7,1.756);(-3.31462,-2.33768);(-19.6725,-2.50633);(3.29745,-2.78255);(21.7683,0.64399);(19.5836,0.125577);(-19.2826,-0.945149);(18.2044,-1.23792);(-19.6995,0.324145);(20.3752,-2.24017);(-3.31561,2.43071);(-22.213,-1.09064);(-21.1461,0.0849674);(-18.6062,0.306947);(-19.5442,-0.173557);(3.23109,-1.97009);(17.688,1.15199);(17.2674,-0.208957);(-19.5597,-0.190571);(-19.4298,-0.782096)
21.05;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.686,-1.25562);(19.3255,1.43303);(19.528,-0.0188533);(20.9555,-0.705213);(19.6158,0.245879);(-21.8373,1.46858);(20.3529,0.402631);(22.3472,-0.668076);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.7527,0.128862);(19.675,-0.944025);(19.6265,0.267307);(-17.1504,0.753883);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(15.8341,0.409217);(-19.6722,0.317768);(-20.2685,1.19096);(-19.7173,0.401774);(-18.9305,2.06416);(20.6923,1.73777);(-3.31462,-2.33768);(-19.6737,-2.4848);(3.29745,-2.78255);(21.7444,0.637545);(19.5836,0.125577);(-19.2985,-0.927979);(18.193,-1.2414);(-19.6995,0.324145);(20.385,-2.23635);(-3.31561,2.43071);(-22.2315,-1.09001);(-21.1492,0.0748737);(-18.6167,0.307036);(-19.5442,-0.173557);(3.23109,-1.97009);(17.7006,1.15455);(17.3024,-0.215163);(-19.5597,-0.190571);(-19.4416,-0.768649)
